,Npy1r,Drd1,Sema3c,Drd2,Htr2c,Htr1b,Vdr,Gpx3,Dlk1,Vgf,Ppp1r1b,Nefm,Cartpt,Prkcd,Tac1,Penk,Gal,Sst,Pdyn,Nts,Tac2,Ebf1,Crym,Gad1,Cyp26b1,Crh,Oprk1,Vipr2,Scn4b,y,x
m264M_9447,6.0,9.0,0.0,5.0,1.0,1.0,1.0,9.0,1.0,12.0,16.0,0.0,0.0,0.0,7.0,42.0,0.0,1.0,4.0,1.0,2.0,2.0,13.0,26.0,0.0,0.0,1.0,0.0,1.0,397.32609684519446,1034.4096441672782
m264M_9448,5.0,3.0,3.0,21.0,8.0,22.0,4.0,17.0,0.0,194.0,19.0,94.0,0.0,0.0,3.0,29.0,0.0,1.0,0.0,1.0,14.0,20.0,2.0,174.0,4.0,5.0,2.0,0.0,0.0,410.7429108951829,451.38593177589416
m264M_9452,3.0,0.0,0.0,20.0,18.0,21.0,1.0,1.0,3.0,33.0,9.0,18.0,0.0,0.0,2.0,34.0,0.0,0.0,2.0,0.0,0.0,6.0,17.0,25.0,37.0,4.0,4.0,1.0,0.0,297.93154181184667,710.0200675087108
m264M_9453,2.0,17.0,8.0,8.0,21.0,115.0,2.0,8.0,9.0,17.0,3.0,29.0,1.0,6.0,22.0,2.0,0.0,2.0,34.0,2.0,8.0,15.0,13.0,149.0,1.0,3.0,10.0,0.0,2.0,691.3435862971334,359.676938265731
m264M_9463,1.0,1.0,1.0,19.0,11.0,9.0,0.0,5.0,0.0,21.0,36.0,2.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,3.0,11.0,0.0,1.0,0.0,5.0,223.74460032626428,1071.226855174914
m264M_9474,3.0,5.0,81.0,22.0,39.0,16.0,2.0,15.0,139.0,15.0,2.0,17.0,0.0,0.0,105.0,0.0,0.0,0.0,24.0,1.0,1.0,3.0,1.0,113.0,1.0,2.0,13.0,0.0,4.0,591.6776662292214,266.1734864391952
m264M_9478,7.0,23.0,0.0,22.0,2.0,28.0,1.0,11.0,1.0,36.0,59.0,12.0,0.0,0.0,0.0,228.0,0.0,5.0,2.0,1.0,0.0,10.0,52.0,15.0,63.0,0.0,0.0,0.0,0.0,292.0312556159849,984.6266008512648
m264M_9482,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,23.0,0.0,93.0,0.0,0.0,0.0,8.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1065.7648722986248,372.63642043222006
m264M_9484,7.0,2.0,34.0,25.0,14.0,74.0,7.0,33.0,9.0,20.0,8.0,70.0,1.0,1.0,4.0,10.0,0.0,1.0,3.0,0.0,46.0,24.0,5.0,141.0,4.0,5.0,18.0,1.0,0.0,625.6680244399186,492.544582484725
m264M_9489,3.0,5.0,1.0,6.0,0.0,2.0,3.0,5.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,1.0,0.0,1.0,2.0,7.0,6.0,0.0,0.0,1.0,0.0,0.0,385.8694890510949,1057.2278832116788
m264M_9494,2.0,0.0,1.0,21.0,6.0,19.0,8.0,12.0,9.0,103.0,4.0,8.0,0.0,0.0,0.0,12.0,0.0,1.0,6.0,7.0,1.0,18.0,20.0,56.0,12.0,6.0,8.0,0.0,12.0,945.4777475728156,621.0518719884933
m264M_9499,7.0,16.0,6.0,37.0,17.0,19.0,11.0,18.0,4.0,24.0,88.0,15.0,0.0,0.0,0.0,249.0,4.0,2.0,4.0,2.0,3.0,17.0,45.0,12.0,4.0,0.0,0.0,0.0,3.0,190.66084947363623,982.6939771225448
m264M_9503,3.0,0.0,3.0,11.0,5.0,5.0,0.0,24.0,4.0,6.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,6.0,2.0,48.0,2.0,0.0,6.0,0.0,0.0,869.8523000361928,339.2911635903004
m264M_9508,1.0,0.0,3.0,10.0,4.0,9.0,7.0,21.0,2.0,136.0,63.0,5.0,0.0,4.0,2.0,369.0,0.0,5.0,4.0,1.0,2.0,6.0,39.0,73.0,77.0,0.0,1.0,1.0,3.0,424.2549559715265,945.1175523332456
m264M_9513,1.0,1.0,0.0,18.0,11.0,17.0,3.0,8.0,4.0,11.0,30.0,5.0,0.0,0.0,0.0,90.0,0.0,2.0,0.0,0.0,1.0,1.0,13.0,2.0,42.0,0.0,0.0,1.0,1.0,253.4088695322856,917.927517515622
m264M_9525,6.0,2.0,8.0,18.0,10.0,10.0,1.0,2.0,0.0,6.0,8.0,5.0,0.0,4.0,1.0,15.0,1.0,1.0,5.0,0.0,2.0,11.0,2.0,6.0,6.0,1.0,2.0,3.0,0.0,285.5892244825442,886.022439371058
m264M_9532,0.0,0.0,0.0,2.0,2.0,58.0,0.0,4.0,0.0,9.0,5.0,34.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,81.0,16.0,4.0,97.0,1.0,4.0,10.0,0.0,0.0,501.1488454011742,373.51288027041466
m264M_9545,9.0,1.0,2.0,27.0,19.0,34.0,3.0,11.0,1.0,14.0,66.0,4.0,1.0,2.0,2.0,53.0,1.0,148.0,28.0,2.0,0.0,24.0,57.0,38.0,6.0,2.0,3.0,1.0,7.0,361.2613847050012,845.4390796371808
m264M_9567,0.0,0.0,1.0,9.0,3.0,2.0,11.0,16.0,7.0,59.0,7.0,17.0,3.0,3.0,1.0,0.0,0.0,0.0,5.0,3.0,2.0,16.0,7.0,49.0,8.0,2.0,5.0,0.0,1.0,848.0497890295359,566.6775466052935
m264M_9581,0.0,0.0,104.0,3.0,0.0,1.0,12.0,4.0,0.0,11.0,3.0,144.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,181.0,2.0,1.0,2.0,1.0,2.0,249.40930734556545,374.65976382451913
m264M_9598,6.0,26.0,0.0,5.0,1.0,3.0,4.0,6.0,2.0,18.0,70.0,5.0,0.0,0.0,6.0,77.0,0.0,4.0,10.0,0.0,22.0,2.0,16.0,36.0,0.0,0.0,4.0,0.0,1.0,435.52608561236616,972.360252080856
m264M_9601,23.0,2.0,4.0,31.0,29.0,33.0,15.0,34.0,4.0,266.0,13.0,95.0,3.0,4.0,8.0,10.0,8.0,12.0,4.0,7.0,6.0,51.0,49.0,8.0,137.0,0.0,41.0,2.0,4.0,1119.01763997513,999.5987257436436
m264M_9602,0.0,1.0,2.0,14.0,23.0,2.0,5.0,46.0,159.0,204.0,1.0,22.0,6.0,0.0,5.0,2.0,0.0,372.0,2.0,4.0,4.0,23.0,15.0,167.0,3.0,2.0,3.0,0.0,0.0,1117.112726041314,587.4530240433457
m264M_9612,3.0,10.0,1.0,47.0,55.0,6.0,6.0,22.0,5.0,175.0,0.0,9.0,2.0,1.0,1.0,5.0,5.0,266.0,2.0,3.0,2.0,13.0,4.0,140.0,4.0,0.0,9.0,2.0,4.0,944.641220119786,928.0336036465786
m264M_9613,2.0,0.0,0.0,6.0,28.0,2.0,3.0,5.0,113.0,13.0,8.0,2.0,0.0,3.0,1.0,17.0,0.0,23.0,8.0,4.0,9.0,1.0,4.0,92.0,75.0,1.0,6.0,0.0,0.0,608.3347722360099,580.5006292530621
m264M_9624,13.0,2.0,3.0,10.0,3.0,9.0,1.0,7.0,5.0,61.0,0.0,14.0,1.0,0.0,0.0,21.0,2.0,5.0,0.0,0.0,13.0,8.0,23.0,30.0,9.0,3.0,0.0,1.0,0.0,998.7010596521848,908.7498560119676
m264M_9627,3.0,9.0,1.0,11.0,1.0,1.0,3.0,8.0,6.0,3.0,39.0,0.0,0.0,0.0,1.0,47.0,2.0,1.0,5.0,0.0,7.0,4.0,6.0,23.0,0.0,0.0,4.0,0.0,0.0,370.4462379084968,1057.24445751634
m264M_9629,2.0,0.0,4.0,11.0,5.0,3.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,6.0,1.0,3.0,1.0,2.0,0.0,917.4821724926496,252.0462626592617
m264M_9633,13.0,1.0,0.0,28.0,58.0,9.0,4.0,5.0,7.0,23.0,74.0,7.0,0.0,0.0,0.0,237.0,0.0,168.0,36.0,1.0,1.0,25.0,26.0,36.0,4.0,5.0,0.0,0.0,0.0,355.78697271367406,866.2894537576727
m264M_9638,2.0,5.0,0.0,8.0,2.0,3.0,0.0,3.0,1.0,20.0,19.0,0.0,0.0,0.0,5.0,47.0,1.0,0.0,1.0,0.0,0.0,5.0,7.0,25.0,3.0,0.0,3.0,2.0,1.0,312.8122226211849,1073.4133859964095
m264M_9643,6.0,3.0,1.0,5.0,11.0,10.0,3.0,16.0,1.0,112.0,1.0,41.0,4.0,0.0,1.0,2.0,3.0,4.0,1.0,2.0,1.0,11.0,35.0,14.0,26.0,0.0,23.0,0.0,7.0,920.0568573307036,942.1613078440296
m264M_9651,4.0,0.0,1.0,21.0,12.0,10.0,5.0,20.0,5.0,82.0,2.0,34.0,0.0,0.0,1.0,4.0,2.0,4.0,3.0,1.0,1.0,13.0,4.0,187.0,3.0,1.0,0.0,0.0,2.0,935.1737893419172,236.6661131974249
m264M_9653,1.0,0.0,1.0,6.0,9.0,9.0,14.0,27.0,3.0,212.0,12.0,78.0,0.0,0.0,1.0,16.0,2.0,11.0,2.0,2.0,0.0,8.0,77.0,10.0,67.0,1.0,2.0,0.0,3.0,797.629278261702,968.2194658753708
m264M_9654,4.0,3.0,1.0,13.0,4.0,12.0,5.0,19.0,3.0,48.0,44.0,1.0,0.0,0.0,0.0,131.0,0.0,12.0,2.0,1.0,0.0,7.0,20.0,22.0,36.0,0.0,2.0,6.0,0.0,274.0038066235249,1022.3586326608298
m264M_9655,0.0,2.0,0.0,7.0,10.0,3.0,2.0,4.0,3.0,46.0,28.0,2.0,0.0,0.0,0.0,56.0,2.0,5.0,2.0,0.0,1.0,4.0,4.0,129.0,5.0,0.0,0.0,0.0,1.0,262.2462592702462,977.6988875704538
m264M_9662,2.0,1.0,3.0,22.0,11.0,5.0,0.0,2.0,6.0,97.0,21.0,1.0,99.0,27.0,0.0,97.0,0.0,3.0,6.0,1.0,0.0,2.0,8.0,65.0,49.0,1.0,0.0,3.0,0.0,342.67797854484417,684.4856396409546
m264M_9663,4.0,2.0,2.0,11.0,19.0,23.0,9.0,23.0,4.0,131.0,12.0,104.0,0.0,0.0,1.0,7.0,1.0,22.0,3.0,3.0,0.0,23.0,86.0,8.0,74.0,0.0,0.0,0.0,0.0,976.3579189384984,977.27672627445
m264M_9664,1.0,7.0,1.0,19.0,5.0,3.0,4.0,6.0,1.0,18.0,29.0,0.0,0.0,1.0,1.0,103.0,1.0,2.0,8.0,2.0,2.0,1.0,20.0,61.0,4.0,2.0,4.0,0.0,0.0,383.4162510616612,1039.6941956854089
m264M_9665,6.0,7.0,0.0,6.0,2.0,2.0,8.0,8.0,0.0,6.0,12.0,1.0,0.0,0.0,2.0,46.0,1.0,3.0,6.0,1.0,4.0,5.0,18.0,17.0,0.0,0.0,0.0,0.0,1.0,404.1176590076592,1022.1414452214452
m264M_9666,7.0,9.0,0.0,18.0,11.0,55.0,4.0,6.0,4.0,283.0,6.0,89.0,2.0,3.0,3.0,0.0,0.0,1.0,7.0,0.0,61.0,8.0,3.0,189.0,12.0,9.0,10.0,1.0,2.0,674.6572110070395,493.1019093606377
m264M_9668,3.0,13.0,0.0,42.0,10.0,15.0,3.0,5.0,1.0,43.0,88.0,6.0,1.0,0.0,2.0,181.0,0.0,4.0,1.0,1.0,2.0,9.0,14.0,22.0,42.0,0.0,4.0,1.0,7.0,156.27872499090574,1062.1505420152782
m264M_9672,2.0,9.0,1.0,10.0,4.0,3.0,3.0,3.0,11.0,17.0,15.0,5.0,1.0,0.0,0.0,57.0,0.0,4.0,10.0,2.0,3.0,9.0,20.0,28.0,5.0,0.0,1.0,0.0,0.0,1111.9958540756222,608.8517347520426
m264M_9674,0.0,0.0,0.0,2.0,0.0,1.0,1.0,13.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,3.0,0.0,1.0,460.71308318264016,1007.849706148282
m264M_9687,3.0,1.0,18.0,10.0,1.0,5.0,2.0,6.0,2.0,116.0,4.0,15.0,1.0,0.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,4.0,1.0,185.0,5.0,0.0,0.0,1.0,0.0,835.7065812708063,819.9498002605297
m264M_9701,6.0,13.0,4.0,14.0,7.0,26.0,4.0,5.0,2.0,23.0,34.0,13.0,2.0,2.0,6.0,10.0,1.0,113.0,28.0,2.0,5.0,5.0,37.0,87.0,6.0,3.0,0.0,0.0,0.0,698.4838742393509,452.3320343634412
m264M_9706,0.0,0.0,1.0,26.0,19.0,20.0,3.0,13.0,2.0,22.0,36.0,9.0,0.0,0.0,0.0,148.0,1.0,3.0,3.0,1.0,2.0,6.0,26.0,10.0,17.0,0.0,0.0,0.0,1.0,195.58023947383217,818.5246050930351
m264M_9710,1.0,6.0,0.0,7.0,3.0,5.0,1.0,9.0,0.0,42.0,10.0,3.0,1.0,1.0,4.0,67.0,0.0,0.0,5.0,1.0,2.0,4.0,12.0,37.0,3.0,0.0,1.0,0.0,2.0,405.25453897902656,1023.6002400738688
m264M_9722,1.0,5.0,49.0,18.0,19.0,12.0,0.0,7.0,70.0,5.0,2.0,8.0,1.0,1.0,67.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,62.0,2.0,0.0,8.0,0.0,0.0,629.5308238614094,272.16094536333
m264M_9743,4.0,5.0,0.0,36.0,3.0,19.0,9.0,13.0,1.0,13.0,57.0,11.0,0.0,1.0,1.0,191.0,2.0,3.0,3.0,2.0,0.0,4.0,50.0,15.0,37.0,1.0,3.0,0.0,3.0,257.46211095400486,965.1648606836897
m264M_9744,2.0,0.0,1.0,15.0,9.0,3.0,4.0,18.0,4.0,22.0,2.0,6.0,2.0,0.0,0.0,3.0,1.0,1.0,6.0,1.0,1.0,3.0,1.0,53.0,46.0,0.0,0.0,0.0,0.0,1006.6827206880942,438.4298732458126
m264M_9746,3.0,1.0,0.0,10.0,49.0,7.0,3.0,6.0,6.0,125.0,78.0,8.0,1.0,0.0,1.0,113.0,0.0,248.0,94.0,8.0,14.0,3.0,47.0,120.0,14.0,0.0,1.0,6.0,0.0,591.401875,587.3552824267782
m264M_9747,4.0,0.0,5.0,27.0,33.0,19.0,1.0,14.0,4.0,124.0,30.0,1.0,0.0,2.0,3.0,29.0,1.0,190.0,131.0,1.0,7.0,33.0,55.0,70.0,5.0,5.0,2.0,1.0,7.0,346.19226744186045,748.5578779069767
m264M_9748,1.0,0.0,1.0,9.0,1.0,3.0,1.0,3.0,0.0,68.0,3.0,7.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,8.0,1.0,56.0,4.0,0.0,2.0,1.0,1.0,1075.1113134328357,743.3166699834163
m264M_9750,1.0,8.0,1.0,1.0,0.0,0.0,4.0,11.0,1.0,5.0,6.0,3.0,0.0,0.0,0.0,28.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,411.7842172751559,1023.0225503116652
m264M_9756,2.0,2.0,3.0,42.0,25.0,14.0,3.0,5.0,1.0,14.0,59.0,4.0,1.0,0.0,1.0,241.0,0.0,10.0,4.0,0.0,0.0,3.0,25.0,31.0,59.0,0.0,1.0,0.0,1.0,228.68009336397583,957.9889500143636
m264M_9765,1.0,0.0,0.0,35.0,3.0,19.0,3.0,10.0,4.0,44.0,30.0,2.0,0.0,0.0,3.0,129.0,0.0,11.0,7.0,0.0,4.0,10.0,25.0,17.0,6.0,0.0,1.0,1.0,3.0,339.2597000241916,936.8800822514312
m264M_9774,15.0,7.0,2.0,41.0,73.0,21.0,4.0,0.0,2.0,181.0,106.0,2.0,6.0,2.0,3.0,164.0,2.0,476.0,209.0,35.0,133.0,9.0,60.0,109.0,8.0,21.0,0.0,21.0,0.0,568.606051093833,668.9805746848891
m264M_9779,3.0,0.0,9.0,23.0,70.0,8.0,1.0,1.0,1.0,66.0,18.0,40.0,0.0,0.0,18.0,40.0,0.0,3.0,4.0,0.0,0.0,1.0,6.0,113.0,103.0,0.0,3.0,0.0,3.0,147.7716977572836,682.6274177321317
m264M_9792,7.0,0.0,1.0,7.0,31.0,14.0,3.0,6.0,2.0,4.0,4.0,8.0,1.0,0.0,2.0,17.0,0.0,2.0,3.0,1.0,3.0,8.0,4.0,3.0,5.0,0.0,1.0,0.0,1.0,994.6008791208792,734.1542857142857
m264M_9794,11.0,8.0,2.0,26.0,15.0,19.0,9.0,32.0,2.0,458.0,14.0,136.0,1.0,0.0,0.0,25.0,2.0,9.0,8.0,1.0,0.0,19.0,60.0,19.0,146.0,0.0,13.0,1.0,7.0,623.9228179518607,1007.119791900279
m264M_9798,1.0,3.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,24.0,1.0,0.0,1.0,2.0,0.0,37.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,61.0,1.0,1.0,0.0,0.0,0.0,442.9132742537314,254.1625870646766
m264M_9800,0.0,6.0,2.0,9.0,1.0,4.0,0.0,6.0,1.0,88.0,15.0,16.0,0.0,0.0,0.0,180.0,0.0,3.0,12.0,1.0,1.0,8.0,7.0,12.0,1.0,0.0,1.0,0.0,2.0,95.29802235772358,816.8022256097563
m264M_9803,1.0,0.0,0.0,9.0,3.0,2.0,1.0,4.0,3.0,7.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,7.0,2.0,2.0,17.0,0.0,0.0,0.0,0.0,1.0,878.8081980707396,266.73065980707395
m264M_9806,5.0,2.0,0.0,32.0,18.0,20.0,9.0,16.0,0.0,106.0,8.0,37.0,3.0,5.0,1.0,18.0,2.0,7.0,5.0,3.0,2.0,11.0,56.0,17.0,63.0,1.0,21.0,0.0,2.0,767.7750839210155,853.6444647390692
m264M_9814,0.0,0.0,15.0,18.0,5.0,9.0,4.0,10.0,4.0,5.0,2.0,4.0,3.0,3.0,2.0,1.0,0.0,1.0,1.0,4.0,0.0,16.0,3.0,5.0,3.0,0.0,6.0,2.0,2.0,1002.1441964584028,1021.6314132976948
m264M_9819,1.0,0.0,1.0,23.0,12.0,14.0,8.0,6.0,13.0,20.0,32.0,8.0,0.0,0.0,0.0,149.0,0.0,6.0,4.0,1.0,2.0,4.0,24.0,12.0,19.0,0.0,0.0,0.0,2.0,211.5364778898371,825.2632982378368
m264M_9820,0.0,0.0,0.0,10.0,34.0,6.0,0.0,5.0,136.0,39.0,3.0,4.0,0.0,6.0,0.0,18.0,0.0,0.0,10.0,3.0,5.0,3.0,14.0,128.0,79.0,0.0,17.0,0.0,1.0,750.9296297811412,606.061086793482
m264M_9825,4.0,3.0,2.0,11.0,9.0,7.0,1.0,1.0,11.0,5.0,5.0,4.0,2.0,2.0,2.0,26.0,0.0,0.0,20.0,1.0,1.0,1.0,3.0,20.0,9.0,3.0,5.0,3.0,2.0,251.3701724137932,674.5073586206897
m264M_9826,0.0,0.0,0.0,6.0,6.0,7.0,3.0,3.0,20.0,42.0,15.0,8.0,2.0,27.0,1.0,63.0,0.0,3.0,10.0,3.0,14.0,3.0,7.0,83.0,37.0,6.0,6.0,0.0,1.0,479.8588869504537,584.0405006978367
m264M_9827,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,1075.7275963103637,526.0438198589256
m264M_9832,10.0,0.0,1.0,51.0,10.0,41.0,1.0,10.0,2.0,5.0,42.0,106.0,7.0,1.0,64.0,0.0,0.0,0.0,2.0,0.0,32.0,6.0,17.0,103.0,2.0,0.0,0.0,0.0,80.0,437.4278359678236,510.91980311638633
m264M_9837,2.0,11.0,0.0,32.0,20.0,18.0,3.0,10.0,0.0,31.0,89.0,0.0,1.0,0.0,0.0,199.0,1.0,2.0,1.0,0.0,0.0,1.0,26.0,39.0,70.0,0.0,1.0,1.0,11.0,239.39498244494092,1038.615067028407
m264M_9841,4.0,0.0,15.0,21.0,4.0,4.0,2.0,1.0,47.0,263.0,67.0,3.0,9.0,40.0,2.0,45.0,1.0,13.0,20.0,2.0,13.0,1.0,3.0,121.0,8.0,4.0,1.0,1.0,0.0,528.0350806945863,601.2783575076609
m264M_9854,5.0,3.0,0.0,11.0,0.0,3.0,2.0,10.0,16.0,26.0,27.0,15.0,0.0,0.0,1.0,134.0,1.0,2.0,3.0,1.0,3.0,19.0,25.0,5.0,19.0,0.0,0.0,1.0,0.0,335.7596415904425,1000.0884300914691
m264M_9860,1.0,0.0,2.0,9.0,3.0,0.0,5.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,0.0,7.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,3.0,4.0,0.0,5.0,1.0,2.0,272.08425,1042.5009506578947
m264M_9862,1.0,5.0,2.0,18.0,58.0,32.0,1.0,3.0,0.0,354.0,223.0,6.0,3.0,22.0,1.0,60.0,1.0,55.0,179.0,63.0,168.0,21.0,77.0,127.0,7.0,36.0,1.0,52.0,0.0,494.2224014130792,690.2492170555373
m264M_9873,1.0,0.0,1.0,23.0,6.0,6.0,3.0,6.0,2.0,9.0,7.0,6.0,3.0,1.0,3.0,2.0,3.0,5.0,1.0,1.0,2.0,7.0,0.0,7.0,5.0,0.0,5.0,3.0,1.0,807.4622371938831,1023.6175211207358
m264M_9883,5.0,1.0,0.0,37.0,21.0,8.0,1.0,4.0,1.0,13.0,73.0,8.0,0.0,0.0,3.0,107.0,0.0,4.0,3.0,2.0,0.0,1.0,5.0,28.0,9.0,1.0,0.0,0.0,8.0,134.8641787371012,855.2219142289122
m264M_9885,0.0,0.0,1.0,8.0,10.0,9.0,1.0,10.0,2.0,143.0,108.0,3.0,14.0,117.0,1.0,41.0,0.0,17.0,39.0,3.0,11.0,7.0,21.0,97.0,4.0,9.0,0.0,0.0,0.0,529.5517820745881,766.2521015810063
m264M_9895,4.0,0.0,1.0,19.0,3.0,12.0,4.0,16.0,2.0,251.0,156.0,9.0,39.0,21.0,1.0,365.0,3.0,32.0,24.0,5.0,2.0,12.0,30.0,144.0,41.0,4.0,0.0,0.0,3.0,551.8176819368956,811.7266760782103
m264M_9904,1.0,0.0,0.0,9.0,9.0,16.0,0.0,3.0,0.0,81.0,86.0,2.0,1.0,5.0,1.0,17.0,3.0,140.0,177.0,6.0,42.0,10.0,42.0,58.0,3.0,0.0,1.0,3.0,0.0,487.9496070202213,768.5279320869897
m264M_9908,2.0,6.0,1.0,9.0,91.0,5.0,0.0,16.0,104.0,12.0,0.0,3.0,1.0,0.0,1.0,18.0,1.0,0.0,1.0,3.0,2.0,4.0,0.0,212.0,2.0,1.0,1.0,0.0,0.0,984.3731574991458,462.30961803894775
m264M_9909,4.0,0.0,0.0,52.0,27.0,21.0,3.0,3.0,102.0,36.0,49.0,6.0,8.0,1.0,1.0,129.0,0.0,8.0,2.0,4.0,0.0,6.0,33.0,43.0,10.0,5.0,1.0,1.0,0.0,293.7832861730752,659.9352608280533
m264M_9912,2.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,97.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43.0,1.0,0.0,0.0,0.0,0.0,406.3258512782434,181.73981754534847
m264M_9915,8.0,0.0,3.0,46.0,28.0,13.0,0.0,4.0,4.0,9.0,85.0,12.0,0.0,1.0,4.0,194.0,2.0,4.0,0.0,1.0,2.0,20.0,29.0,36.0,57.0,0.0,0.0,0.0,1.0,129.6666699879012,988.5900562237564
m264M_9920,0.0,18.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,8.0,8.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,72.0,1.0,1.0,0.0,0.0,0.0,427.8949734433271,265.4402734772291
m264M_9923,0.0,0.0,1.0,24.0,5.0,10.0,1.0,10.0,2.0,143.0,129.0,0.0,4.0,61.0,1.0,217.0,0.0,7.0,17.0,3.0,1.0,17.0,18.0,97.0,31.0,0.0,1.0,0.0,0.0,671.7338087153367,787.6743746462931
m264M_9932,9.0,1.0,6.0,14.0,18.0,0.0,8.0,17.0,167.0,233.0,1.0,12.0,0.0,0.0,0.0,3.0,1.0,406.0,3.0,3.0,3.0,9.0,8.0,57.0,6.0,0.0,1.0,2.0,0.0,937.4391888466414,1019.1576349809886
m264M_9936,9.0,1.0,0.0,34.0,21.0,25.0,6.0,16.0,3.0,211.0,82.0,8.0,1.0,1.0,13.0,4.0,0.0,27.0,162.0,5.0,16.0,14.0,42.0,97.0,0.0,24.0,4.0,14.0,1.0,544.4484552951106,711.0204558145575
m264M_9938,1.0,0.0,1.0,9.0,5.0,2.0,2.0,19.0,1.0,65.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,3.0,8.0,11.0,0.0,5.0,2.0,29.0,0.0,0.0,3.0,0.0,1.0,1092.5637558563249,532.8000884955752
m264M_9940,2.0,11.0,0.0,2.0,0.0,5.0,0.0,2.0,6.0,24.0,28.0,11.0,0.0,0.0,2.0,66.0,0.0,0.0,5.0,0.0,1.0,0.0,10.0,56.0,0.0,1.0,0.0,0.0,2.0,1024.6710981912145,669.4559483204133
m264M_9944,1.0,2.0,1.0,18.0,19.0,13.0,1.0,1.0,2.0,124.0,35.0,1.0,1.0,4.0,0.0,6.0,0.0,5.0,72.0,11.0,18.0,3.0,24.0,62.0,7.0,23.0,1.0,24.0,1.0,599.7195135640786,685.020521515435
m264M_9958,0.0,1.0,1.0,4.0,1.0,6.0,0.0,8.0,2.0,18.0,9.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,36.0,0.0,0.0,0.0,0.0,0.0,803.8211713985277,194.5485594111462
m264M_9969,3.0,0.0,0.0,7.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,386.39265957446815,1078.786379754997
m264M_9974,5.0,0.0,1.0,13.0,5.0,18.0,8.0,7.0,11.0,106.0,36.0,2.0,14.0,5.0,0.0,195.0,0.0,10.0,2.0,1.0,1.0,7.0,13.0,70.0,11.0,1.0,1.0,0.0,0.0,321.0478794054184,737.2631802924957
m264M_9978,0.0,0.0,0.0,8.0,4.0,0.0,1.0,6.0,3.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,4.0,3.0,0.0,2.0,0.0,1.0,1.0,2.0,835.5831513647643,921.7352729528536
m264M_9989,8.0,2.0,4.0,24.0,20.0,21.0,8.0,25.0,5.0,118.0,9.0,97.0,1.0,4.0,1.0,14.0,0.0,13.0,8.0,4.0,1.0,24.0,72.0,6.0,14.0,1.0,10.0,0.0,3.0,721.9030499742403,987.475158852825
m264M_9991,6.0,3.0,0.0,15.0,16.0,17.0,7.0,7.0,2.0,61.0,75.0,125.0,0.0,0.0,0.0,249.0,1.0,7.0,1.0,0.0,2.0,8.0,30.0,0.0,60.0,1.0,0.0,0.0,0.0,311.87721488036334,922.8985597019272
m264M_9998,3.0,0.0,2.0,7.0,5.0,6.0,4.0,17.0,4.0,115.0,121.0,0.0,56.0,50.0,0.0,137.0,0.0,7.0,14.0,0.0,1.0,8.0,19.0,109.0,31.0,1.0,0.0,0.0,0.0,619.7197221573664,785.7174830726127
